Job_Title,Industry,Job_Status,AI_Impact_Level,Median_Salary_USD,Required_Education,Experience_Required_Years,Job_Openings_2024,Projected_Openings_2030,Remote_Work_Ratio_,Automation_Risk_,Location,Gender_Diversity_
"Engineer, civil (consulting)",Retail,Increasing,Moderate,63203.51,Masters Degree,13,5684,7202,51.34,63.97,Australia,67.63
Personnel officer,Manufacturing,Increasing,High,32886.88,Associate Degree,1,4344,6775,54.53,90.38,China,35.44
Dance movement psychotherapist,Finance,Decreasing,High,32953.83,High School,1,8614,7482,52,98.72,Brazil,41.18
"Lecturer, higher education",Finance,Decreasing,High,85058.88,PhD,5,8051,4408,100,55.84,China,73.59
Agricultural consultant,Healthcare,Decreasing,Low,69201.27,High School,13,8165,1625,32.59,60.18,China,71.12
Hotel manager,Transportation,Increasing,High,61017.1,Bachelors Degree,14,4130,8730,82.84,81.11,Brazil,71.51
Diagnostic radiographer,Education,Decreasing,High,28000,High School,10,6319,2832,43.5,98.93,Germany,23.85
Public relations account executive,Education,Increasing,Moderate,78220.36,Bachelors Degree,17,2473,9802,75.52,67.52,UK,49.38
"Accountant, chartered certified",Retail,Increasing,High,54814.08,Bachelors Degree,12,1670,5880,70.31,79.05,China,42.13
Herbalist,Manufacturing,Decreasing,Low,84753.92,Bachelors Degree,14,8521,4630,49.24,40.19,China,39.37
Sales promotion account executive,Retail,Decreasing,High,56429.3,Associate Degree,12,6800,1999,63.36,76.82,India,54.75
Retail manager,Entertainment,Decreasing,Moderate,81603.27,Bachelors Degree,20,7153,5899,51.2,68.81,Canada,53.87
Air traffic controller,Manufacturing,Decreasing,Moderate,61632.34,High School,14,7951,1220,46.53,73.64,China,46.2
Furniture designer,Finance,Decreasing,High,59824.84,High School,8,1873,2855,91.14,75.94,Canada,45.83
"Conservator, museum/gallery",Education,Decreasing,Moderate,44710.65,Bachelors Degree,6,6366,4159,32.67,76.57,China,63.9
Chief Executive Officer,Education,Increasing,Moderate,57995.18,Masters Degree,5,4640,6928,50.14,60.44,Canada,43.3
Geographical information systems officer,Finance,Decreasing,High,86560.78,PhD,6,2097,283,98.87,55.76,USA,62.4
"Education officer, museum",Education,Decreasing,High,59310.54,PhD,3,1987,2958,75.63,60.89,Germany,38.53
Radiation protection practitioner,Transportation,Decreasing,Low,50324.31,Bachelors Degree,1,9049,6369,58.58,70.14,Australia,70.32
Media planner,IT,Increasing,High,84982.47,High School,16,1710,8479,69.89,69.61,Australia,73.02
Counsellor,Finance,Decreasing,High,71399.3,High School,17,6954,7495,87.13,86.46,USA,40.25
Aeronautical engineer,Entertainment,Decreasing,Low,71291.05,PhD,6,7317,5537,57.03,30.99,Brazil,24.27
Radio producer,Transportation,Decreasing,High,92133.62,Masters Degree,18,4653,2528,92.04,67.72,UK,31.72
Electronics engineer,Healthcare,Increasing,Moderate,68774.09,Associate Degree,13,2129,3441,55.74,62.42,Australia,20.15
Fitness centre manager,Manufacturing,Decreasing,Low,29609.42,High School,3,9020,9105,25.24,88.27,USA,44.15
"Therapist, occupational",Transportation,Decreasing,Low,70755.03,PhD,1,4840,3975,54.69,47.69,Australia,72.69
Armed forces technical officer,Entertainment,Decreasing,Moderate,71656.16,High School,19,8625,9718,36.53,82.82,UK,20.49
Theatre director,Healthcare,Decreasing,Moderate,36069.01,Associate Degree,0,3537,2111,32.18,69.95,India,74.61
"Civil engineer, contracting",Healthcare,Decreasing,Low,94994.51,Masters Degree,13,5447,1933,41.13,21.92,Australia,77.28
English as a foreign language teacher,Retail,Decreasing,Moderate,55041.66,Bachelors Degree,13,8800,9886,53.41,35.68,India,37.85
Media buyer,Education,Decreasing,High,54572.65,PhD,3,7799,8024,49.5,60.86,USA,24
"Education officer, environmental",Transportation,Decreasing,Low,45705.57,Associate Degree,3,4385,1256,57.07,71.29,India,61.56
Building surveyor,Retail,Decreasing,Low,34946.51,High School,9,8181,122,54.12,56.14,Germany,47.72
Office manager,Entertainment,Decreasing,Low,76891.79,Masters Degree,7,6380,7081,55.69,48.83,India,46.08
Research scientist (medical),Entertainment,Increasing,High,84829.61,Masters Degree,11,5505,6561,58.46,60.92,China,58.52
"Engineer, drilling",Manufacturing,Increasing,Moderate,96552.84,Masters Degree,13,3267,9203,86.17,55.73,China,38.45
Police officer,Entertainment,Increasing,Low,85907.17,Masters Degree,10,4488,9782,81.62,56.17,India,78.16
"Designer, jewellery",Education,Decreasing,Moderate,41704.59,Bachelors Degree,1,5937,8280,58.73,69.27,Brazil,61.71
"Therapist, drama",Healthcare,Increasing,Low,113549.86,Masters Degree,20,2792,6127,61.88,31.73,UK,71.52
Higher education careers adviser,Transportation,Decreasing,Moderate,50334.81,Associate Degree,2,4983,2381,60.68,55.49,Germany,42.71
Trading standards officer,Healthcare,Decreasing,High,92451.08,Bachelors Degree,19,9723,6279,61.92,58.84,China,76.4
Musician,Transportation,Increasing,High,54882.29,High School,18,1634,4923,56.27,96.54,UK,62.12
Podiatrist,Entertainment,Decreasing,Low,68049.71,High School,20,4860,4644,26.57,81.01,Canada,45.05
Advertising account planner,Education,Decreasing,Low,34873.46,High School,3,646,1417,50.79,52.47,China,38.66
Risk analyst,Manufacturing,Increasing,High,36767.55,Associate Degree,3,2190,4920,64.17,69.58,USA,71.41
Agricultural consultant,IT,Decreasing,Low,78618.5,High School,14,1292,2580,76.83,50.97,Canada,68.89
Information officer,Healthcare,Decreasing,Low,92410.43,Bachelors Degree,15,9685,6880,43.07,44.06,Canada,62.24
Mechanical engineer,Manufacturing,Decreasing,Low,75271.68,PhD,4,5053,5151,60.27,46.43,Canada,30.46
"Producer, television/film/video",Retail,Increasing,High,45277.15,Masters Degree,0,578,2973,60.01,74.6,USA,39.74
Contractor,Healthcare,Increasing,Low,80779.41,Bachelors Degree,9,4179,8295,35.09,57.3,USA,72.59
"Research officer, trade union",Finance,Decreasing,Low,97521.57,Bachelors Degree,16,8742,3614,77.76,34.89,Canada,39.39
Technical brewer,Finance,Decreasing,Low,95789.04,Masters Degree,13,8378,412,99.75,39.58,USA,32.71
"Engineer, production",Education,Decreasing,High,47533.95,Associate Degree,17,4537,2737,59,85.27,Brazil,23.4
Financial risk analyst,Finance,Decreasing,High,92654.79,PhD,4,2569,709,96.26,39.39,China,31.74
"Sales professional, IT",Manufacturing,Increasing,Moderate,61851.84,Associate Degree,18,2689,9660,76.01,76.51,China,47.29
"Development worker, community",Education,Decreasing,Low,95094.64,Masters Degree,19,4775,4801,61.26,48.41,Australia,55.16
Surgeon,IT,Increasing,High,83315.7,High School,11,2373,8516,82.18,75.5,Canada,32
"Engineer, structural",Transportation,Decreasing,Low,39119.38,Bachelors Degree,1,2066,3080,73.56,68.34,Canada,26.91
"Psychologist, prison and probation services",IT,Decreasing,High,45152.61,High School,2,3039,3261,79.79,75.08,USA,30.05
Chief Strategy Officer,Entertainment,Decreasing,Moderate,101840.5,Masters Degree,18,5457,3285,66.35,33.89,Canada,59.67
Clinical molecular geneticist,Retail,Increasing,Moderate,42440.36,High School,13,1921,5790,22.87,86,Brazil,25.95
"Scientist, product/process development",IT,Increasing,Low,94389.33,Associate Degree,17,263,9089,90.66,40.3,UK,78.95
Logistics and distribution manager,Manufacturing,Decreasing,High,80030.28,Masters Degree,11,6766,6330,53.79,66.28,China,32.06
Osteopath,Transportation,Increasing,High,41950.73,High School,12,548,5210,48.79,100,China,50.83
"Engineer, biomedical",Finance,Increasing,High,78640.63,Associate Degree,14,607,9939,100,52.63,USA,22.7
Chief Technology Officer,Manufacturing,Decreasing,High,64797.65,High School,17,8649,5573,55.68,87.01,Germany,51.28
"Therapist, horticultural",Transportation,Decreasing,Low,72803.2,PhD,8,9607,8616,68.04,31.4,Germany,79.7
"Engineer, mining",Finance,Increasing,Moderate,47594.99,High School,0,236,7493,72.77,72.76,Brazil,46.4
Artist,Manufacturing,Increasing,Low,94988.63,PhD,13,4995,7468,59.17,42.69,UK,43.53
Psychiatric nurse,Transportation,Decreasing,Moderate,54323.15,Masters Degree,1,853,954,79.41,63.44,UK,35.16
Editorial assistant,Manufacturing,Decreasing,High,37423.21,High School,4,9217,6171,56.59,91.84,USA,31.55
Diplomatic Services operational officer,Healthcare,Increasing,High,61257.15,High School,16,3937,7641,74.97,76.8,China,21.43
Electronics engineer,Education,Decreasing,Low,66478.42,Bachelors Degree,14,487,180,42.96,53.02,Canada,41.08
Psychiatric nurse,Transportation,Increasing,Low,88535.41,PhD,6,515,9072,39.35,55.14,Canada,46.62
TEFL teacher,Healthcare,Increasing,Low,61654.29,Associate Degree,4,1124,9627,49.54,47.48,UK,56.68
"Research officer, political party",Finance,Increasing,High,98490.96,Masters Degree,9,2261,3629,100,54.73,Brazil,36.07
Television camera operator,IT,Increasing,Low,69103.7,High School,7,1053,3426,83.65,55.45,Australia,22.44
Quantity surveyor,Finance,Increasing,Moderate,84601.15,Masters Degree,7,790,9135,70.24,62.7,Canada,67.4
"Production assistant, radio",Entertainment,Increasing,High,67880.36,PhD,3,7227,8085,54.71,39.59,UK,20.05
"Engineer, maintenance (IT)",Transportation,Decreasing,Low,67841.7,PhD,3,1576,2255,71.01,47.54,India,67.27
"Conservation officer, historic buildings",IT,Increasing,Moderate,68024.3,Associate Degree,8,5724,7739,97.68,63.57,China,78.52
Communications engineer,Healthcare,Decreasing,Low,91653.66,PhD,7,2336,1281,51.45,12.47,Germany,78.2
Garment/textile technologist,Retail,Decreasing,High,85358.31,PhD,13,9010,8048,81.65,60.03,Australia,44.71
Theatre director,Transportation,Decreasing,High,50790.22,Associate Degree,8,7493,589,63.46,93.9,India,61.41
"Programmer, systems",Manufacturing,Increasing,Low,87689.56,Associate Degree,20,936,7426,42.61,57.61,Canada,50.01
Nutritional therapist,Healthcare,Increasing,Low,107395.37,PhD,10,3264,8051,89.85,10.07,China,32.55
Historic buildings inspector/conservation officer,IT,Decreasing,Moderate,54665.55,High School,7,8928,6454,71.9,69.45,China,44.08
"Engineer, building services",IT,Decreasing,Moderate,54413.7,Associate Degree,0,8710,4448,77.64,64.67,Germany,70.62
"Therapist, drama",Manufacturing,Decreasing,High,77818.89,Bachelors Degree,11,7302,264,68.82,47.14,China,34.17
"Producer, television/film/video",Entertainment,Increasing,Low,79842.52,Masters Degree,12,2686,4965,54.95,49.55,India,48.66
Medical illustrator,Entertainment,Decreasing,High,64075.88,Bachelors Degree,11,7601,2823,79.06,66.77,India,76.4
Arboriculturist,Education,Increasing,High,59025.82,PhD,2,1267,4913,78.94,45.02,Germany,79.97
Museum education officer,Entertainment,Decreasing,High,68187.56,Bachelors Degree,14,4073,2379,62.09,74.22,Germany,60.52
"Teacher, adult education",Transportation,Decreasing,High,71545.51,Bachelors Degree,8,3586,1354,68.6,69.48,UK,63.75
"Therapist, sports",Healthcare,Increasing,Low,92175.6,PhD,8,7520,9849,54.51,22.25,UK,32.19
Air cabin crew,Retail,Decreasing,High,51989.52,High School,19,342,287,44.63,90.16,India,50.43
"Engineer, structural",Manufacturing,Decreasing,Low,94289.86,Masters Degree,16,4500,5186,38.57,54.28,UK,44.7
Barrister,Entertainment,Decreasing,Low,95247.76,PhD,16,9892,1329,67.62,35.7,Brazil,46.33
Colour technologist,Finance,Decreasing,High,77912.26,Associate Degree,6,8232,8202,100,66.07,Brazil,36.91
"Doctor, general practice",Entertainment,Decreasing,Low,43251.71,Associate Degree,7,6616,1031,44.28,79.14,Australia,66.55
"Merchandiser, retail",Finance,Decreasing,Low,93953.92,PhD,8,8833,8280,63.79,31.58,Germany,43.11
Editorial assistant,IT,Increasing,Low,110802.71,Bachelors Degree,16,1455,8103,96.85,35.13,Brazil,24.74
Engineering geologist,Entertainment,Decreasing,High,51745.61,Masters Degree,0,3512,4599,63.9,76.47,UK,43.93
Technical brewer,Manufacturing,Decreasing,Moderate,35268.27,High School,0,8152,2617,58.22,68.28,Brazil,55.82
Bookseller,IT,Increasing,Moderate,93570.76,Associate Degree,20,181,7192,77.79,72.34,India,65.46
"Conservation officer, nature",Finance,Increasing,High,53686.94,Associate Degree,0,2824,9740,56.89,54.92,Canada,29.73
"Lecturer, further education",Finance,Decreasing,High,89329.11,Masters Degree,8,8660,7866,74.88,59.47,Canada,66.42
Immunologist,Manufacturing,Increasing,Moderate,82657.97,Associate Degree,19,3428,5690,24.05,83.8,USA,69.89
Chiropodist,Transportation,Decreasing,Moderate,88945.91,PhD,9,5096,2150,75.79,34.53,Germany,24.68
Catering manager,Transportation,Decreasing,Low,91064.65,PhD,10,4783,530,70.51,38.14,India,42.35
Dentist,Education,Decreasing,High,28000,High School,2,7418,988,45.55,93.8,USA,56.44
"Designer, fashion/clothing",IT,Increasing,High,76197.9,Associate Degree,12,789,3860,66.49,80.45,India,28.18
"Surveyor, planning and development",Retail,Decreasing,Low,95874.44,Masters Degree,19,9714,4559,54.51,64.77,India,26.79
Materials engineer,Transportation,Decreasing,Moderate,63444.74,Masters Degree,6,7526,1937,33.22,54.62,Canada,67.2
"Engineer, chemical",IT,Increasing,High,105624.47,Masters Degree,17,2840,5848,80.73,41.06,Germany,35.23
Haematologist,Transportation,Decreasing,Moderate,28000,High School,1,665,2505,83.42,66.6,India,68.16
"Investment banker, corporate",Entertainment,Decreasing,Low,84956.46,PhD,6,6469,6263,64.91,23.62,Australia,38.26
Illustrator,Transportation,Decreasing,High,50594.44,Bachelors Degree,1,6141,1363,91.72,72.81,China,29.48
"Buyer, retail",Entertainment,Decreasing,Low,63244.41,PhD,8,6585,2853,34.66,26.04,Brazil,78.35
Solicitor,Healthcare,Decreasing,Low,93214.69,PhD,6,8193,4859,59.16,26.74,USA,42.76
"Engineer, control and instrumentation",Manufacturing,Decreasing,Moderate,62248.47,High School,15,3833,1089,33.63,78.64,Brazil,28.5
Educational psychologist,IT,Increasing,Moderate,108358.24,Bachelors Degree,17,4259,7313,77.23,39.05,Australia,42.5
Retail merchandiser,Healthcare,Decreasing,Low,88679.13,PhD,9,7755,250,61.85,41.53,Germany,46.03
Museum/gallery curator,Retail,Increasing,Low,72462.97,Bachelors Degree,17,325,3742,49.2,63.81,USA,74.9
Stage manager,Finance,Increasing,Low,65182.3,High School,9,2981,7966,63.41,74.53,UK,45.61
Politician's assistant,Retail,Decreasing,Low,54100.18,Associate Degree,13,1281,3245,44.87,78.7,Canada,35.81
Bonds trader,Healthcare,Decreasing,Moderate,70571.12,High School,11,6673,2455,35.48,69,Brazil,51.21
"Production designer, theatre/television/film",IT,Decreasing,High,101565.93,Associate Degree,16,1339,484,87.47,67.04,Germany,67.28
Tax inspector,Education,Decreasing,High,61910.65,Associate Degree,14,886,542,66.57,66.91,Brazil,72.13
Higher education lecturer,Entertainment,Decreasing,High,86919.98,Masters Degree,18,7006,5950,76.86,65.98,UK,24.56
"Teacher, adult education",Finance,Increasing,Moderate,52234.22,Associate Degree,7,1279,7934,85.57,75.65,Canada,23.65
Comptroller,Entertainment,Increasing,High,99490.74,PhD,14,5646,8188,61.38,56.48,Brazil,37.51
Higher education lecturer,Entertainment,Decreasing,High,81162.36,Masters Degree,18,9811,7535,36.21,67.39,Brazil,46.63
Dispensing optician,Education,Increasing,Moderate,61323.13,Masters Degree,9,4667,6753,57.77,65.09,India,67.78
"Secretary, company",Finance,Increasing,Low,91318.48,Masters Degree,12,3882,8672,92.43,56.01,India,59.16
Occupational hygienist,Manufacturing,Decreasing,Low,81745.51,Bachelors Degree,17,7503,1529,51.11,67.78,China,71.89
Horticultural therapist,Entertainment,Decreasing,Moderate,73719.47,Associate Degree,20,8563,3086,35.44,83.38,Germany,30.07
Social worker,Entertainment,Increasing,Moderate,48714.68,Associate Degree,7,1738,5746,64.47,60.21,UK,29.79
Landscape architect,IT,Increasing,Moderate,92814.4,PhD,0,4025,8896,79.66,35.8,Australia,26.4
Claims inspector/assessor,Retail,Increasing,Low,44641.11,High School,9,2403,6953,63.26,55.18,China,50.18
Social researcher,Entertainment,Increasing,Moderate,69791.16,Associate Degree,17,330,6664,65.1,69.77,Canada,59.64
Meteorologist,Entertainment,Decreasing,Low,73582.44,Masters Degree,6,9118,7310,27.16,27.65,Australia,73.99
"Producer, radio",Manufacturing,Decreasing,Moderate,89089.74,PhD,12,9141,2112,74.56,39.19,Brazil,63.65
Horticultural consultant,Manufacturing,Decreasing,Low,59239.23,Bachelors Degree,7,3394,3056,53.05,42.53,Australia,38.56
Product manager,Retail,Increasing,Low,33325.34,Associate Degree,5,1279,6625,28.17,84.71,Brazil,21
Charity officer,Manufacturing,Decreasing,Low,33982.72,High School,0,8671,5158,40.89,72.44,India,26.27
"Designer, exhibition/display",Manufacturing,Decreasing,Low,97801.74,Masters Degree,16,9434,7638,73.69,43.8,Brazil,61.7
Best boy,Entertainment,Increasing,Moderate,57575.67,PhD,1,2243,3701,62.06,50.71,Canada,59.93
Communications engineer,Education,Increasing,Moderate,77657.12,Masters Degree,14,3027,9693,49.3,47.1,Brazil,28.39
"Civil engineer, consulting",Entertainment,Increasing,High,49096.76,Associate Degree,8,6592,9911,54.51,56.62,UK,64.78
"Production assistant, radio",Retail,Increasing,High,57032.76,Associate Degree,17,4105,4957,50.88,68.68,Canada,70.38
Osteopath,Entertainment,Increasing,Low,78233.04,PhD,8,677,2648,43.9,29.49,USA,42.74
Medical secretary,Entertainment,Increasing,High,69849.55,Bachelors Degree,12,3001,5729,37.55,87.48,Australia,63.12
Systems analyst,Transportation,Increasing,Low,61303.12,Masters Degree,4,1241,8811,62.13,57.57,Brazil,75.95
Cytogeneticist,Entertainment,Decreasing,Low,90643.99,PhD,10,4390,1335,71.46,55.9,Australia,44.42
Insurance claims handler,Transportation,Decreasing,High,60085.25,High School,16,6104,2016,43.9,95.25,USA,55.17
Mental health nurse,Manufacturing,Decreasing,Moderate,50867.01,High School,7,5068,4673,53.63,95.89,Australia,47.56
"Engineer, electrical",Education,Increasing,High,50820.64,PhD,8,3730,9256,50.29,56.35,USA,35.28
Environmental education officer,Transportation,Decreasing,Moderate,74402.37,Associate Degree,16,7045,5488,81.07,67.67,China,38.34
Publishing rights manager,Retail,Increasing,High,70186.1,Bachelors Degree,12,2783,8467,55.73,67.01,Canada,67.02
"Engineer, technical sales",Finance,Decreasing,Moderate,121336.72,PhD,18,6501,7411,64.48,48.8,India,60.83
Academic librarian,Finance,Increasing,High,126701.89,PhD,18,143,9961,76.57,49.16,India,27.83
Audiological scientist,Entertainment,Decreasing,Low,79464.37,Masters Degree,14,5025,2903,54.37,62.1,Germany,25.24
Medical secretary,Education,Decreasing,High,60748.05,Masters Degree,7,7752,8450,74.52,58.35,Brazil,74.14
Mining engineer,Healthcare,Increasing,Low,83633.89,Masters Degree,8,6982,8767,68.78,36.12,India,69.72
Chief Financial Officer,Entertainment,Decreasing,High,55938.58,Masters Degree,6,4178,2216,49.09,87.7,Australia,26.33
Quality manager,Manufacturing,Decreasing,Low,68306.35,Associate Degree,17,7011,8192,29.34,56.02,Canada,53.45
"Accountant, chartered management",Healthcare,Increasing,Moderate,40029.96,High School,0,4112,7053,46.54,68.87,USA,78.48
Intelligence analyst,Education,Decreasing,Moderate,61458.07,Bachelors Degree,15,7927,6920,45.76,71.75,Brazil,38.51
